id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count,toxic
495477,0.6081081081081081,Here's an idea: why are we even still staying the stupid Pledge of Allegiance? It's pointless and jingoistic.,0.027027027027027,0.1081081081081081,0.0,0.5675675675675675,0.0405405405405405,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-28 15:20:05.890161+00,21,,147022,approved,0,0,0,6,0,0.0,0,74,1
5850118,0.7741935483870966,"There is no way  in hell that congress would support the stupid piece of shit if he wanted to destroy relations with both of our biggest trading partners

let him try
and he'll get run over by republicans to the extent that he'll be flattened",0.032258064516129,0.7258064516129032,0.032258064516129,0.7096774193548387,0.0967741935483871,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-27 16:58:07.063031+00,105,,371233,rejected,0,0,0,0,0,0.0,0,62,1
5362517,0.5,"Tarantino, and company getting big tax breaks? Aren't those the same wealthy liberals who want to redistribute other people's money? Hypocrites.",0.0,0.0,0.1,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-05 21:37:59.370259+00,102,,341003,approved,0,0,0,4,2,0.0,0,10,1
5388834,0.5,"Do they actually  have to be dead before we feed them to the pigs/wolves/dogs or whatever?

I'm just considering deterrence value for those who might be similarly inclined, here.  

And that's for both the home-grown and the imported killers, of course.  

And I'm not fussy about their religious beliefs or gender or ethnicity, either.",0.1,0.1,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-09 22:17:02.388415+00,13,5388615.0,342523,approved,0,0,0,0,0,0.0,0,10,1
5611795,0.5,Rempel and Kent have to go somewhere where people don't know them as complete jokes.,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-18 05:25:00.519876+00,54,5611588.0,356357,approved,0,0,0,7,1,0.0,4,10,1
367054,0.5,"Let me make myself a target for everyone ... all of you have missed the one common denominator, that being a steady rise in cowardly-ness throughout the Western world.  We became afraid of disciplining our own children, afraid of not being politically correct, afraid of being prosecuted if we used deadly force to protect self, family & property.  Afraid to be different than our peers.  Afraid of speaking our minds.  Afraid of being unfriended of Facebook, Twitter, whatever.  Afraid of finding ourselves on a no fly list, a terrorist watch list, or under suspicion for home-schooling our own children.  The anti-gun people are simply the biggest cowards of the times, not having even the courage to defend themselves from the crazies ... fearfully hoping they will never be in great danger, that the cops will be there, on time, to protect them.  They hope that taking our guns will make them safer.  Their fears have made them desperate, grasping at simplistic solutions.  Cowards!  All of them!",0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-28 02:30:32.881141+00,21,,139895,approved,0,0,0,1,0,0.0,0,10,1
5893560,0.8208955223880597,"Blunt, I will be blunt.  I know you are a nice person, but your comment is stupid, ignorant, dense, brainless, mindless, dull witted, feebleminded, simpleminded, vacuous, obtuse, vapid, irrational, idiotic, knuckleheaded, bubbleheaded, lunkheaded, dim, dumb, dopy, half-witted, childish and just plain nuts.  I apologize if I missed something.",0.0895522388059701,0.1940298507462686,0.0149253731343283,0.8059701492537314,0.0149253731343283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-04 03:21:16.141868+00,55,5892915.0,373759,approved,0,0,0,1,0,0.0,4,67,1
913908,0.7625,Just because your native american doesn't make you superior you arrogant putz. Most natives who were kicked out of their villages were kicked out by their own people. I know. Go back to school and stop making the Native American look ignorant. Thanks...,0.025,0.05,0.2625,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-28 20:37:42.488003+00,21,913346.0,164682,approved,0,0,0,1,0,0.0,0,80,1
5499667,0.5,"We know no such thing. We hear it from you homophobes, but you give us little to support it.",0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-29 19:04:59.788756+00,53,5498448.0,349964,rejected,0,0,0,0,0,0.0,4,10,1
5369972,0.7692307692307693,"Keep telling you.

There are not really any Trump supporters in Canada, silly.",0.0,0.0576923076923077,0.0,0.7884615384615384,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-07 00:33:37.513469+00,54,5369385.0,341164,rejected,0,0,0,0,0,0.0,0,52,1
5181163,0.5,"""It's only men who will suffer after all.""

Blatantly false statement. I'd give you a ""laugh"" if it wasn't such a serious falsehood.

 I've been a severe critic on this series, so I'm NOT necessarily an advocate of much that has  been suggested in this series or, worse, the flawed objectives it sometimes represents. One police jurisdiction reacted just as crazily: a new campaign will have all its officers enter the interview room with an ""I believe you"" attitude.  Ridiculous.  

""It's only men who will suffer after all"" is equally ridiculous.  Every woman who enters a courtroom--regardless of the assault circumstances and her own innocence or complicity-- suffers.  And now there will a whole lot more of them agonizing before-hand, and made to suffer in the courtroom.  Perhaps needlessly.  The already overworked judicial system suffers.  Tax-payers feel the anguish, too--tens of thousands of dollars wasted in prosecuting cases that should never have gone forward...for lack of evidence.",0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-26 15:22:42.263544+00,54,5180193.0,329692,approved,0,0,0,1,3,0.0,4,10,1
5152533,0.5,"Indeed, yes - If there were a thousand crimes committed by illegal aliens  it would be better if there were none. 
That Civil Beat's Rui Kaneya pointed out that there's a ""crackdown on criminal immigrants"" not only could lower the crime rate among the undocumented immigrants but also deport and eliminate the criminal elements among the undocumented immigrants..",0.0,0.0,0.4,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-19 20:33:28.719418+00,22,5148321.0,327452,approved,0,0,0,0,0,0.0,0,10,1
5569360,0.8703703703703702,They are either trolls or morons with a collective IQ of 50. They make claims with made up evidence and should take their lumps when they try and pass their idiocy as fact.,0.0185185185185185,0.2222222222222222,0.037037037037037,0.8333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-11 03:31:26.549413+00,102,,352700,approved,0,0,0,2,0,0.0,0,54,1
523776,0.5,"Xenophobic populism and racist fear-mongering  very similar to Hitler in the 30's as he was rising to power. Even more similar to the Copperheads of the Civil War era. That is not an exaggeration. A man who lies every 3 minutes (while campaigning) and who condones sexual assault. Any professor who supports this candidate has somehow missed his own history lessons and definitely does not deserve tenure. This is not about conservative vs. Liberal, This is about demagoguery vs. the US political system.",0.1,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-12 17:01:17.496500+00,21,,148306,approved,0,0,0,9,0,0.1,5,10,1
907345,0.8636363636363635,"Do not blame a plant for human stupidity.........

Maybe you should move to Russia........",0.0,0.1363636363636363,0.1666666666666666,0.7878787878787878,0.0303030303030303,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-27 16:55:09.265188+00,21,907048.0,164405,approved,1,0,0,3,2,0.0,0,66,1
474230,0.5,"This is the case of a dim-witted narcissist seeking a way to remain in the spot light, nothing more.",0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-14 15:53:49.740172+00,21,,145913,approved,0,0,0,2,0,0.0,0,10,1
985713,0.5,"Now days protesters are upset about everything.
Time to get a life and quit crying about everything.",0.0,0.0,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-12 16:56:03.390404+00,13,,167783,approved,0,0,0,2,0,0.0,0,10,1
6229965,0.8653846153846154,"The consequences of what was on the system had to be worse than the consequences of wiping it.
Unless they are idiots they probably used a DoD 5220.22-M type of protocol to erase everything with no chance for recovery.",0.0192307692307692,0.2307692307692308,0.0192307692307692,0.8269230769230768,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-26 20:47:41.947066+00,55,,393711,approved,0,0,0,0,0,0.0,0,52,1
5268506,0.5,"Well the Catholic Church partnered up with Mormons, right Evangelicals and Orthodox and Hasidic Jews (all of which hate Catholicism with a passion) to try and squelch gay marriage in the USA, so it's choice of bedfellows is quite broad.  Where money and power are concerned, the church has never shown much morality.",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2017-05-17 17:55:58.895346+00,53,5248866.0,333754,approved,0,0,0,1,0,0.0,10,10,1
494144,0.5,"all duck coaches are in over their heads, they stuck with d guy till no one could take it any more so they hire a fired head coach who has never coached the d, pathetic Helfrich was not much of an o coach either, this program is regressing every game soon will be able to get into the games at halftime free, pathetic! you can take a ferrari and put a guy behind the wheel and never win anything, you can take a gret program put a guy like helrich running it and program becomes mediocre at best , embaressment in last bowl game etc, now no more full house, what does it take!",0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-27 18:03:42.685432+00,13,,146927,approved,0,0,0,0,0,0.0,0,10,1
312521,0.6,"I had to move to California for an education that is not available at UAA. No way that I want to go to a college that is building new bullshit buildings and $110 million sports arenas while cutting the only reason we go to school, to get an education! I love the teachers there, but forget paying for some stupid sports and buildings, thinking that this will make people want to move to Alaska for college. Nobody moves to Alaska because one of the pros is that we have a new freaking arena. A great education in my interested field of study is why I would move for school. Not to mention the basketball coach obviously doesn't like black people and everyone knows it. These people who make financial decisions should get schooled by us because this is ridiculous. Do sports make a profit? Does our new arena make a profit? How many kids moved to Alaska to attend UAA because we have sports teams and a new arena? Are academic departments more important than a  week D2 Sport? You tell me. Jared out",0.0,0.5,0.3,0.5,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-13 00:54:31.169095+00,21,,98427,approved,0,0,0,0,0,0.0,10,10,1
5916909,0.8620689655172413,Trump looks silly and stupid now as he strutted around denying science and global climate change and warming.,0.0517241379310344,0.1724137931034483,0.0172413793103448,0.8275862068965517,0.0172413793103448,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-07 22:00:33.102663+00,55,5915657.0,375201,approved,0,0,0,0,0,0.0,0,58,1
5282373,0.5,"Go apartmentize yourself and stop bothering those of us who believe humans weren't intended to be stacked on one another like crates or confined to squat, overcrowded spaces like the cows, pigs, chickens and now even the marine life destined for our refrigerators. You keep your concrete maze, glass walls and fake greenery.

Communing with nature amounts to more than ducking traffic and sidewalk planters to suck down a latte at your wified cafe. As long as I have two legs that move, I'll stick with my garden and my ability to walk out the back door anytime the urge strikes me. 

But I appreciate your sacrifice. Without suckers like you willing to pay inflated prices for a tic-tac condo forty stories up, the demand for a half acre lot in my bedroom community would double the price.  I know most everyone in my sparsely populated neighbourhood while you know almost no one in your bulging-at-the-seams high rise chicken coop. 

You could leave us in peace but I guess misery loves company.",0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-20 19:52:01.501532+00,54,,336145,approved,0,0,0,16,0,0.1,4,10,1
5287010,0.6,"Three  famous Trump quotes that show, aside from EVERYTHING else..what a moron he is 
"" Nobody knew health care was so complicated""
""I thought being President would be easier""
"" Peace in the middle east is not as hard as everyone thinks it is""

Yes, and I bet all his kids went right to sleep....when they put them down.....who knew it was sometimes hard to get a baby to sleep. sheesh.",0.0,0.1,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-22 13:17:42.797478+00,54,,336465,approved,1,0,2,16,4,0.0,0,10,1
6012955,0.8333333333333333,"Can't defend the dotard, must attack someone else. Well, at least you grouped him with similar hateful tyrants.",0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-24 17:08:59.965178+00,102,6008130.0,381166,approved,0,0,0,3,1,0.0,0,6,1
685937,0.5,"He was also a traitor to the kingdom, defied the president of the Unites States, broke international law, and enriched himself at the expense of the sovereign of the Hawaiian people.",0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-09 19:09:20.491875+00,22,684001.0,155545,approved,0,0,0,0,0,0.0,0,10,1
412777,0.7,"Kerry was a disgrace to his country and a traitor for squeeling like a little B#%ch in congressional testimony..... My Father who served proudly for multiple tours in Vietnam, and would crush little Kerry with one hand behind his back if given the chance, to this day can't stand that POS...",0.1,0.3,0.0,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-02 05:47:42.057764+00,21,412714.0,142810,approved,0,0,0,6,0,0.0,0,10,1
5845827,0.6,"Not once in my life have I wished I had a dead bear.

Such a sick, bizarre need some wealthy people have.",0.1,0.0,0.1,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-26 17:15:35.148915+00,21,,370796,approved,0,0,0,2,3,0.0,0,10,1
5066922,0.6,"while you may usethe word scary for Donald Trump many of us used the word scary for Barak
 and not a whimper from all you left of center so called journalists
 Barak was a bust. Finally a ray of sunshine",0.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-29 00:19:41.349844+00,54,,322711,approved,1,0,1,3,4,0.1,0,10,1
5757954,0.8709677419354838,you. sir. are a worthless pile of dog feces,0.064516129032258,0.2741935483870967,0.0,0.8709677419354838,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-13 01:24:39.573729+00,105,5756175.0,365857,rejected,0,0,0,0,0,0.0,0,62,1
518839,0.7571428571428571,"He went there. What an idiot. Missed the debate, but seeing the stills with them in front of the podiums isn't something you see in 'civil' debate.

Hmm.",0.0,0.1857142857142856,0.0,0.7428571428571427,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-10 07:00:41.974413+00,21,,148093,approved,0,0,0,0,0,0.0,0,70,1
1059053,0.5,"Are you serious?  Of course he does.  Everyone knows that.  Barack Hussain Obama was worse, though.  He was narcissistic since high school and he's worse now!  Why do you think he's not leaving DC?  For the kids?  No...because he wants to remain relevant.  At least to the sycophantic that really did want him to have a 3d term.  Unfortunately, LesterP was wrong.  His attempt to misdirect is just another leftist ploy right out of Alinsky's manual.  No prob.  It's cold here in DC but manageable.  I see it's raining there in Hawai'i and Sandys is 1-3 ft.  ""Bumped into Ms Downey but didn't identify myself.  Too much questions.  Let's see if the Dems will shout out, ""YOU LIE"" at tonights speech.  BTW, go check out the ""Indivisible"" story.  I dropped some old news for Chad to peruse.  Just more grist for the leftist mill.",0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-01 01:30:37.587459+00,22,1058831.0,315582,rejected,0,0,0,0,0,0.0,0,10,1
5602896,0.6133333333333333,"""..this is no longer a civil discussion.""
Yea, it is 'a civil discussion' to say 'I don't blame Pope Francis', right!
I recommend YOU ""Have a heart to heart talk with your spiritual advisor.""
Just remember these clergy sex abused children go through 'HELL' in their lives before you speak so heartless defending the very culprit of this clergy sex abuses of children fiasco!!!!!!!!!!!!!",0.0533333333333333,0.1466666666666666,0.1866666666666666,0.3466666666666667,0.0533333333333333,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-16 17:00:04.144444+00,53,5602770.0,353993,approved,0,0,0,0,0,0.4533333333333333,10,75,1
593693,0.7878787878787878,i am a service connected 100% disabled veteran.. from the american war on vietnam.. you stupid buttlick.. what are you a ninety day wonder.. or are you one of those millinnial's who does nothing but hang on to mommys skirt...,0.0454545454545454,0.3181818181818182,0.0757575757575757,0.7727272727272726,0.0151515151515151,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-11 19:25:49.728680+00,21,593529.0,151366,rejected,0,0,0,0,0,0.0606060606060606,0,66,1
932428,0.5,"471 days since the election, yet Cassandra remains stubbornly focused on the past.

Liberal trolls need something new to sell.",0.0,0.0,0.2,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-01 14:37:24.404655+00,54,931209.0,165300,rejected,0,0,0,0,0,0.0,0,10,1
797252,0.5,"I'm not the one who is confused about reality versus perception you & your tranny friends are.  My daughters don't need to be exposed to your twisted sense of morality at an early age.  Growing up in this world is difficult enough for a youngster without the confusion of being in a locker room seeing what they thought was a woman undress in front of them.  There is zero reason to explain this situation to an 8-10 year old child who still plays with Barbie dolls.  
You and others who think like you want to force this on innocent children because you want to ram your twisted idealogy down their throats at an early age.",0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2017-01-06 02:04:30.604875+00,21,793846.0,160063,approved,0,0,0,0,0,0.0,4,10,1
5403403,0.6,"Excellent article in today's Guardain comparing Jeremy Corbyn to loser Trudeau and his side-kick Chrystia  'Russia-did-it'  Freeland. 

""Canada’s PM is a counterfeit progressive who champions war-planes, pipelines and privatization - look across the pond for economic and environmental justice"". https://www.theguardian.com/environment/true-north/2017/jun/12/justin-trudeau-deploys-the-politics-of-hype-jeremy-corbyn-offers-politics-of-hope",0.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-12 22:25:11.582198+00,54,,343324,approved,0,0,0,1,2,0.0,0,10,1
5129978,0.6,"Never got the chance,fellow student ""Trudeau"" kept eating the darn stuff",0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-13 18:35:44.582363+00,54,5129829.0,326733,rejected,22,0,5,2,9,0.0,0,10,1
365429,0.8225806451612901,Proud to be a worthless gun grabbing scum.,0.0483870967741935,0.2096774193548387,0.0,0.7580645161290323,0.032258064516129,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-26 17:55:36.425372+00,21,365018.0,139895,rejected,0,0,0,0,0,0.0161290322580645,0,62,1
476036,0.5,"Trump doesn't need the media to inflate the absurdity of his comments. His comments are reckless and idiotic enough on their own. 

And as a veteran, I wouldn't give him so much as the time of day given his horrible comments about McCain, and what Trump laughably considers ""sacrifice."" He bent over backwards to ensure he never sacrificed anything to our nation's security or armed forces. He's a loudmouth over-privileged coward with a hyper inflated ego.

He's also been the most dishonest candidate so far in this election by independent sources who review the validity of candidate's statements.",0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-15 19:47:24.912061+00,13,475403.0,145995,approved,0,0,0,3,0,0.0,0,10,1
402672,0.5,I know the neighbors whose cat he killed. He picked up the cat and killed it right in front of them. He actually broke the cat's neck with his hands. He is a really nasty piece of work and this isn't his first offense. He is one of those scary people who should not have a gun. He is very mentally and emotionally unstable.,0.1,0.0,0.1,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-26 20:51:43.934031+00,13,400818.0,142228,approved,0,0,0,1,0,0.0,0,10,1
6132957,0.5,"I agree, millennials are certainly more prone to whining and crying than any other previous generation.",0.0,0.0,0.1,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-12 15:34:47.798843+00,105,,388305,approved,1,0,0,0,0,0.0,0,10,1
251071,0.5,“Seniors don’t do anything speedy.” I find that statement rude.,0.0,0.0,0.3,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-13 04:40:00.370499+00,13,,47967,approved,0,0,0,2,0,0.0,0,10,1
689088,0.8269230769230768,A ship of fools.,0.0192307692307692,0.0576923076923077,0.0,0.8461538461538461,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-10 10:12:05.030767+00,53,685023.0,155571,approved,2,0,1,0,2,0.0,0,52,1
5727489,0.696969696969697,"Are you saying it's OK to kill ourselves and ali of Earth's biodiversity because the planet will keep revolving?
It's a stupid point that the planet will last longer than our civilization.",0.0454545454545454,0.1212121212121212,0.0151515151515151,0.6666666666666666,0.1969696969696969,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-07 18:13:35.132360+00,102,5725108.0,363419,approved,0,0,0,1,0,0.0,0,66,1
586741,0.7692307692307693,"It will be amusing to see if trump gets himself impeached for all the regular lying he does. It will just as stupid as when clinton got impeached over an affair. But, fair is fair after all. The GOP set that precedent.",0.0,0.0769230769230769,0.0,0.7307692307692307,0.0192307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-09 17:40:24.016731+00,21,586366.0,151102,rejected,0,0,0,0,0,0.0,4,52,1
4984520,0.9,Wow what a bunch of dumbass's!!,0.0,0.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-10 03:05:18.368350+00,21,,98362,approved,0,0,0,0,0,0.0,4,10,1
